OBJECTID,pointid,grid_code,PR_mean,ETP_mean,Balance_me,stress_probability
6448,6448,1.0000000,430.9462585,1487.8367920,-1056.8906250,1.0000000
6449,6449,1.0000000,528.2997437,1244.7246094,-716.4249268,1.0000000
6450,6450,0.9846150,606.4016113,1061.9453125,-455.5437012,0.9846154
6451,6451,1.0000000,580.9393311,1094.0594482,-513.1201782,1.0000000
6452,6452,1.0000000,565.1189575,1108.4576416,-543.3386841,1.0000000
6453,6453,0.9692310,624.1751709,996.9936523,-372.8184509,0.9692308
6454,6454,0.8923080,675.4772339,910.1694336,-234.6922455,0.8923077
6455,6455,0.8153850,702.5261841,866.2813721,-163.7551880,0.8153846
6456,6456,0.7384620,730.6966553,825.4366455,-94.7399673,0.7384616
6457,6457,0.4769230,755.7423096,737.9497070,17.7925758,0.4769231
6458,6458,0.4000000,752.4003296,710.8561401,41.5442085,0.4000000
6459,6459,0.5230770,748.2779541,748.6841431,-0.4061866,0.5230770
6460,6460,0.7692310,688.2237549,798.7515259,-110.5277634,0.7692308
6461,6461,0.8000000,665.3544312,806.7023926,-141.3479614,0.8000000
6462,6462,0.8461540,642.4421997,816.6831055,-174.2409363,0.8461539
6463,6463,1.0000000,105.7480698,863.2459106,-757.4978638,1.0000000
6464,6464,1.0000000,104.1962585,868.8480835,-764.6518555,1.0000000
6465,6465,1.0000000,107.6481018,890.6912231,-783.0431519,1.0000000
6466,6466,1.0000000,105.6599121,925.8759766,-820.2160645,1.0000000
6467,6467,1.0000000,106.2165070,936.8378906,-830.6213989,1.0000000
6468,6468,1.0000000,105.5784073,933.3023071,-827.7238770,1.0000000
6469,6469,1.0000000,105.0608902,930.0531006,-824.9922485,1.0000000
6470,6470,1.0000000,105.1145096,938.1343384,-833.0198364,1.0000000
6471,6471,1.0000000,105.7622604,942.2786255,-836.5164185,1.0000000
6472,6472,1.0000000,106.9772339,936.9413452,-829.9641113,1.0000000
6473,6473,1.0000000,100.8745422,950.3739014,-849.4993896,1.0000000
6474,6474,1.0000000,103.4948273,942.4503174,-838.9555054,1.0000000
6475,6475,1.0000000,110.8730850,922.5628662,-811.6898193,1.0000000
6476,6476,1.0000000,120.7805557,910.0734253,-789.2928467,1.0000000
6477,6477,1.0000000,133.0574799,894.8273315,-761.7698364,1.0000000
6478,6478,1.0000000,130.4232483,914.0654297,-783.6422119,1.0000000
6479,6479,1.0000000,140.6765747,908.0459595,-767.3693848,1.0000000
6480,6480,1.0000000,141.4728088,913.1158447,-771.6430664,1.0000000
6481,6481,1.0000000,116.9336395,979.9650269,-863.0314331,1.0000000
6482,6482,1.0000000,105.1139984,1042.8529053,-937.7389526,1.0000000
6483,6483,1.0000000,107.4474564,1070.3642578,-962.9167480,1.0000000
6484,6484,1.0000000,104.8936386,1102.5601807,-997.6665039,1.0000000
6485,6485,1.0000000,107.0565796,1106.2629395,-999.2063599,1.0000000
6486,6486,1.0000000,91.5583878,1234.6052246,-1143.0468750,1.0000000
6487,6487,1.0000000,92.6231918,1252.5625000,-1159.9393311,1.0000000
6488,6488,1.0000000,90.7798004,1239.9793701,-1149.1995850,1.0000000
6489,6489,1.0000000,111.8316803,1372.3577881,-1260.5261230,1.0000000
6490,6490,1.0000000,128.0684204,1377.1983643,-1249.1300049,1.0000000
6491,6491,1.0000000,132.4804382,1392.3677979,-1259.8873291,1.0000000
6492,6492,1.0000000,131.3927307,1421.1411133,-1289.7482910,1.0000000
6493,6493,1.0000000,136.5538635,1425.4229736,-1288.8691406,1.0000000
6494,6494,1.0000000,146.8148193,1412.5285645,-1265.7137451,1.0000000
6495,6495,1.0000000,167.1918182,1357.6210938,-1190.4291992,1.0000000
6496,6496,1.0000000,174.7955017,1330.9653320,-1156.1697998,1.0000000
6497,6497,1.0000000,177.2183838,1334.9643555,-1157.7458496,1.0000000
6498,6498,1.0000000,183.5388031,1321.4093018,-1137.8704834,1.0000000
6499,6499,1.0000000,191.3678131,1306.5187988,-1115.1508789,1.0000000
6500,6500,1.0000000,200.6866608,1285.3834229,-1084.6967773,1.0000000
6501,6501,1.0000000,227.0398407,1221.5050049,-994.4651489,1.0000000
6502,6502,1.0000000,254.5139008,1154.8439941,-900.3300781,1.0000000
6503,6503,1.0000000,281.4882812,1108.7241211,-827.2358398,1.0000000
6504,6504,1.0000000,301.5904541,1079.9757080,-778.3852539,1.0000000
6505,6505,1.0000000,304.7608948,1082.7283936,-777.9675293,1.0000000
6506,6506,1.0000000,296.8860474,1111.7567139,-814.8706055,1.0000000
6507,6507,1.0000000,289.8639526,1144.1705322,-854.3066406,1.0000000
6508,6508,1.0000000,289.5565186,1157.6794434,-868.1229248,1.0000000
6509,6509,1.0000000,311.2785950,1130.0252686,-818.7466431,1.0000000
6510,6510,1.0000000,308.8920898,1132.5404053,-823.6483765,1.0000000
6511,6511,1.0000000,322.0562744,1115.8843994,-793.8280640,1.0000000
6512,6512,1.0000000,338.3661499,1096.9658203,-758.5996704,1.0000000
6513,6513,1.0000000,360.1292419,1079.2473145,-719.1179810,1.0000000
6514,6514,1.0000000,376.4438477,1074.3992920,-697.9555054,1.0000000
6515,6515,1.0000000,377.2256165,1093.9055176,-716.6799316,1.0000000
6516,6516,1.0000000,372.7581482,1116.5681152,-743.8099365,1.0000000
6517,6517,1.0000000,373.6002808,1140.7600098,-767.1596680,1.0000000
6518,6518,1.0000000,385.3981018,1151.8374023,-766.4393311,1.0000000
6519,6519,1.0000000,394.8137512,1160.5986328,-765.7849121,1.0000000
6520,6520,1.0000000,390.5789795,1200.5235596,-809.9445190,1.0000000
6521,6521,1.0000000,384.6206360,1247.7803955,-863.1597900,1.0000000
6522,6522,1.0000000,381.1964111,1295.7454834,-914.5490112,1.0000000
6523,6523,1.0000000,388.5622559,1318.1971436,-929.6349487,1.0000000
6524,6524,1.0000000,411.4975281,1294.3957520,-882.8982544,1.0000000
6525,6525,1.0000000,434.8311157,1261.0047607,-826.1737061,1.0000000
6526,6526,1.0000000,463.1444092,1227.1667480,-764.0222778,1.0000000
6527,6527,1.0000000,496.1737976,1174.7282715,-678.5545044,1.0000000
6528,6528,1.0000000,530.3325195,1114.6092529,-584.2767944,1.0000000
6529,6529,1.0000000,505.6752014,1204.0223389,-698.3470459,1.0000000
6530,6530,1.0000000,482.1054077,1294.9840088,-812.8786011,1.0000000
6531,6531,1.0000000,505.9625854,1249.1103516,-743.1477051,1.0000000
6532,6532,1.0000000,536.4681396,1162.2324219,-625.7643433,1.0000000
6533,6533,1.0000000,564.7741699,1083.6834717,-518.9093018,1.0000000
6534,6534,0.9538460,648.5349121,928.7495117,-280.2145996,0.9538462
6535,6535,0.9692310,631.4882202,946.0516357,-314.5634155,0.9692308
6536,6536,1.0000000,581.0279541,1079.3798828,-498.3518982,1.0000000
6537,6537,1.0000000,491.4945374,1326.8579102,-835.3633423,1.0000000
6538,6538,1.0000000,482.7672424,1372.3864746,-889.6192017,1.0000000
6539,6539,1.0000000,510.3136292,1281.1053467,-770.7916870,1.0000000
6540,6540,1.0000000,555.0744629,1141.0889893,-586.0145874,1.0000000
6541,6541,0.9692310,627.0349731,990.5496826,-363.5147095,0.9692308
6542,6542,0.8615380,688.4387207,891.3775024,-202.9388123,0.8615385
6543,6543,0.9692310,664.9968262,926.6962280,-261.6994019,0.9692308
6544,6544,1.0000000,590.7864380,1058.5664062,-467.7799683,1.0000000
6545,6545,1.0000000,542.8823853,1166.3146973,-623.4322510,1.0000000
6546,6546,1.0000000,500.7037964,1264.5406494,-763.8369141,1.0000000
6547,6547,1.0000000,488.5524597,1307.4392090,-818.8867188,1.0000000
6548,6548,1.0000000,476.7464600,1336.2813721,-859.5349121,1.0000000
6549,6549,1.0000000,468.8124084,1349.7210693,-880.9086914,1.0000000
6550,6550,1.0000000,471.0114441,1334.3476562,-863.3362427,1.0000000
6551,6551,1.0000000,535.6833496,1171.9809570,-636.2976074,1.0000000
6552,6552,0.9384620,659.4023438,956.0456543,-296.6433105,0.9384615
6553,6553,0.8307690,701.6831665,894.8599243,-193.1767578,0.8307692
6554,6554,1.0000000,572.0004272,1090.9291992,-518.9288330,1.0000000
6555,6555,1.0000000,527.3471680,1199.0290527,-671.6818237,1.0000000
6556,6556,1.0000000,452.5371094,1406.9124756,-954.3753052,1.0000000
6557,6557,1.0000000,465.7366333,1408.5960693,-942.8593750,1.0000000
6558,6558,0.9846150,615.0711060,1078.1772461,-463.1061096,0.9846154
6559,6559,0.9692310,623.7088623,1031.8583984,-408.1495667,0.9692308
6560,6560,1.0000000,534.6820679,1179.5825195,-644.9004517,1.0000000
6561,6561,1.0000000,530.8772583,1178.4373779,-647.5601196,1.0000000
6562,6562,0.9076920,667.0748901,934.5693359,-267.4944153,0.9076923
6563,6563,0.6615380,759.7295532,808.4381714,-48.7086182,0.6615385
6564,6564,0.7846150,721.5848389,852.3523560,-130.7675476,0.7846154
6565,6565,0.7846150,719.8930664,852.1104736,-132.2174072,0.7846154
6566,6566,0.5846150,760.0267944,771.3671265,-11.3403292,0.5846154
6567,6567,0.3846150,765.0309448,704.1153564,60.9155884,0.3846154
6568,6568,0.4153850,767.1723633,724.4037476,42.7685738,0.4153846
6569,6569,0.5846150,748.2576294,761.0709229,-12.8133335,0.5846154
6570,6570,0.7076920,699.6687012,785.4959717,-85.8272629,0.7076923
6571,6571,0.8000000,666.0232544,800.7006226,-134.6773682,0.8000000
6572,6572,1.0000000,106.2368698,876.4129639,-770.1760864,1.0000000
6573,6573,1.0000000,104.1425400,914.9553223,-810.8128052,1.0000000
6574,6574,1.0000000,103.0365753,927.5402832,-824.5036621,1.0000000
6575,6575,1.0000000,104.8120041,922.3651733,-817.5531616,1.0000000
6576,6576,1.0000000,105.5688324,924.2536011,-818.6847534,1.0000000
6577,6577,1.0000000,104.3116913,934.7689819,-830.4572754,1.0000000
6578,6578,1.0000000,105.2524872,940.8429565,-835.5904541,1.0000000
6579,6579,1.0000000,107.1373367,935.7741089,-828.6367798,1.0000000
6580,6580,1.0000000,102.8594589,943.9526978,-841.0932007,1.0000000
6581,6581,1.0000000,103.7666702,945.5004883,-841.7338257,1.0000000
6582,6582,1.0000000,109.5203934,934.5910645,-825.0706787,1.0000000
6583,6583,1.0000000,121.9622345,914.7786255,-792.8163452,1.0000000
6584,6584,1.0000000,132.7153931,898.6404419,-765.9250488,1.0000000
6585,6585,1.0000000,129.8133087,916.7343140,-786.9210205,1.0000000
6586,6586,1.0000000,132.0563049,924.5342407,-792.4779053,1.0000000
6587,6587,1.0000000,136.0185852,923.4660034,-787.4473877,1.0000000
6588,6588,1.0000000,125.3464355,952.3652344,-827.0187988,1.0000000
6589,6589,1.0000000,109.1808472,1023.0754395,-913.8946533,1.0000000
6590,6590,1.0000000,107.1863098,1076.9287109,-969.7424316,1.0000000
6591,6591,1.0000000,103.5495377,1128.3627930,-1024.8132324,1.0000000
6592,6592,1.0000000,101.2514420,1171.7385254,-1070.4870605,1.0000000
6593,6593,1.0000000,94.2902527,1232.1633301,-1137.8731689,1.0000000
6594,6594,1.0000000,92.6266937,1258.8132324,-1166.1865234,1.0000000
6595,6595,1.0000000,92.9110031,1221.9467773,-1129.0357666,1.0000000
6596,6596,1.0000000,93.2245941,1195.5849609,-1102.3603516,1.0000000
6597,6597,1.0000000,124.2881699,1346.5981445,-1222.3099365,1.0000000
6598,6598,1.0000000,136.8009949,1355.3050537,-1218.5040283,1.0000000
6599,6599,1.0000000,131.7444153,1414.9884033,-1283.2440186,1.0000000
6600,6600,1.0000000,133.1295319,1446.0769043,-1312.9473877,1.0000000
6601,6601,1.0000000,138.9603424,1453.7026367,-1314.7423096,1.0000000
6602,6602,1.0000000,150.9593201,1422.6916504,-1271.7322998,1.0000000
6603,6603,1.0000000,160.0372772,1381.1235352,-1221.0863037,1.0000000
6604,6604,1.0000000,166.6466370,1367.9536133,-1201.3070068,1.0000000
6605,6605,1.0000000,174.3695068,1351.2408447,-1176.8713379,1.0000000
6606,6606,1.0000000,181.2896576,1340.9128418,-1159.6232910,1.0000000
6607,6607,1.0000000,188.3188782,1326.7874756,-1138.4686279,1.0000000
6608,6608,1.0000000,205.7753143,1278.2583008,-1072.4830322,1.0000000
6609,6609,1.0000000,231.0637054,1214.5662842,-983.5025635,1.0000000
6610,6610,1.0000000,254.1591492,1166.8096924,-912.6505737,1.0000000
6611,6611,1.0000000,271.7064514,1133.1195068,-861.4130249,1.0000000
6612,6612,1.0000000,284.4457397,1113.4979248,-829.0522461,1.0000000
6613,6613,1.0000000,298.7261047,1107.9372559,-809.2111206,1.0000000
6614,6614,1.0000000,296.7591553,1126.3623047,-829.6032104,1.0000000
6615,6615,1.0000000,287.4350281,1157.1871338,-869.7520752,1.0000000
6616,6616,1.0000000,288.2763977,1175.3306885,-887.0542603,1.0000000
6617,6617,1.0000000,295.1030884,1170.4614258,-875.3583374,1.0000000
6618,6618,1.0000000,311.7688599,1147.2546387,-835.4857178,1.0000000
6619,6619,1.0000000,332.2373657,1119.8215332,-787.5842285,1.0000000
6620,6620,1.0000000,347.3748169,1101.0576172,-753.6828003,1.0000000
6621,6621,1.0000000,362.5442505,1092.8988037,-730.3544922,1.0000000
6622,6622,1.0000000,367.7809143,1106.1191406,-738.3382568,1.0000000
6623,6623,1.0000000,366.3251953,1130.3482666,-764.0231323,1.0000000
6624,6624,1.0000000,367.0314026,1155.8016357,-788.7702026,1.0000000
6625,6625,1.0000000,376.4940491,1174.8514404,-798.3574219,1.0000000
6626,6626,1.0000000,392.6157837,1178.3981934,-785.7823486,1.0000000
6627,6627,1.0000000,390.6724243,1217.6331787,-826.9607544,1.0000000
6628,6628,1.0000000,381.5116882,1281.4896240,-899.9779053,1.0000000
6629,6629,1.0000000,378.5065002,1321.3041992,-942.7977295,1.0000000
6630,6630,1.0000000,385.1460571,1339.1049805,-953.9589233,1.0000000
6631,6631,1.0000000,408.4737854,1316.8205566,-908.3468018,1.0000000
6632,6632,1.0000000,435.0881348,1277.1234131,-842.0352783,1.0000000
6633,6633,1.0000000,455.3855286,1257.8480225,-802.4624634,1.0000000
6634,6634,1.0000000,471.4336243,1242.7641602,-771.3305664,1.0000000
6635,6635,1.0000000,518.9463501,1149.2092285,-630.2628784,1.0000000
6636,6636,1.0000000,511.2043457,1191.5782471,-680.3739014,1.0000000
6637,6637,1.0000000,479.9624023,1298.7048340,-818.7424316,1.0000000
6638,6638,1.0000000,496.6427307,1275.6431885,-779.0004883,1.0000000
6639,6639,1.0000000,521.4603882,1212.0117188,-690.5512695,1.0000000
6640,6640,1.0000000,544.8134766,1144.5585938,-599.7450562,1.0000000
6641,6641,0.9692310,628.7241821,968.6882935,-339.9641418,0.9692308
6642,6642,0.7538460,714.7664795,836.2255249,-121.4590607,0.7538462
6643,6643,0.9692310,645.0120239,965.9024048,-320.8903809,0.9692308
6644,6644,1.0000000,513.8937378,1267.7890625,-753.8952637,1.0000000
6645,6645,1.0000000,485.6808472,1378.8265381,-893.1456909,1.0000000
6646,6646,1.0000000,509.7046204,1304.7379150,-795.0333252,1.0000000
6647,6647,1.0000000,542.7083130,1191.8582764,-649.1499634,1.0000000
6648,6648,1.0000000,568.9774170,1111.4897461,-542.5123291,1.0000000
6649,6649,0.9692310,645.1076660,970.0716553,-324.9640198,0.9692308
6650,6650,0.9692310,667.7888794,934.8623657,-267.0734558,0.9692308
6651,6651,0.9846150,607.0987549,1038.9272461,-431.8285217,0.9846154
6652,6652,1.0000000,548.2138062,1165.2253418,-617.0115967,1.0000000
6653,6653,1.0000000,529.8256226,1220.8515625,-691.0258789,1.0000000
6654,6654,1.0000000,554.7060547,1179.4436035,-624.7375488,1.0000000
6655,6655,1.0000000,496.2185669,1306.5175781,-810.2990723,1.0000000
6656,6656,1.0000000,469.9359741,1392.1558838,-922.2199097,1.0000000
6657,6657,1.0000000,470.0314331,1381.0681152,-911.0366821,1.0000000
6658,6658,1.0000000,504.6832886,1266.3193359,-761.6361084,1.0000000
6659,6659,1.0000000,548.9010010,1155.7091064,-606.8080444,1.0000000
6660,6660,1.0000000,573.3766479,1105.0097656,-531.6330566,1.0000000
6661,6661,0.9846150,607.8915405,1059.0522461,-451.1607361,0.9846154
6662,6662,0.9846150,605.4094238,1075.5799561,-470.1705322,0.9846154
6663,6663,1.0000000,489.4046021,1326.8503418,-837.4457397,1.0000000
6664,6664,1.0000000,469.4978027,1402.2358398,-932.7380371,1.0000000
6665,6665,1.0000000,606.5340576,1098.0615234,-491.5274658,1.0000000
6666,6666,0.9846150,607.2811279,1064.6778564,-457.3967285,0.9846154
6667,6667,1.0000000,510.7915344,1242.9255371,-732.1339722,1.0000000
6668,6668,1.0000000,526.6912231,1191.7614746,-665.0703125,1.0000000
6669,6669,0.7846150,723.2348633,867.2874756,-144.0526428,0.7846154
6670,6670,0.4153850,811.7811279,758.9656982,52.8154335,0.4153846
6671,6671,0.7230770,752.1839600,833.3332520,-81.1493149,0.7230769
6672,6672,0.8153850,702.2824097,880.4616089,-178.1791992,0.8153846
6673,6673,0.7538460,736.3638916,835.2461548,-98.8822708,0.7538462
6674,6674,0.3846150,783.1748047,716.4536743,66.7211456,0.3846154
6675,6675,0.3692310,790.1849976,709.2290649,80.9559555,0.3692308
6676,6676,0.4000000,787.7088013,748.1063232,39.6024742,0.4000000
6677,6677,0.6615380,723.8257446,776.7895508,-52.9638214,0.6615385
6678,6678,1.0000000,153.9384613,773.9297485,-619.9912720,1.0000000
6679,6679,1.0000000,103.6541214,862.5810547,-758.9269409,1.0000000
6680,6680,1.0000000,102.7249603,893.6514282,-790.9264526,1.0000000
6681,6681,1.0000000,100.8952560,910.6153564,-809.7200928,1.0000000
6682,6682,1.0000000,102.4200058,911.5946655,-809.1746826,1.0000000
6683,6683,1.0000000,104.1484222,918.2042847,-814.0558472,1.0000000
6684,6684,1.0000000,104.7111969,924.8014526,-820.0902100,1.0000000
6685,6685,1.0000000,101.9608459,938.6073608,-836.6465454,1.0000000
6686,6686,1.0000000,100.2710571,946.2325439,-845.9614868,1.0000000
6687,6687,1.0000000,101.9728088,945.1612549,-843.1884155,1.0000000
6688,6688,1.0000000,104.0318909,946.2201538,-842.1882324,1.0000000
6689,6689,1.0000000,107.1334839,946.6431885,-839.5097046,1.0000000
6690,6690,1.0000000,119.6052094,926.4254150,-806.8201904,1.0000000
6691,6691,1.0000000,126.1932983,912.2301025,-786.0368652,1.0000000
6692,6692,1.0000000,126.3057480,919.2572632,-792.9514771,1.0000000
6693,6693,1.0000000,129.5245514,924.8529053,-795.3283081,1.0000000
6694,6694,1.0000000,132.0753937,927.2182007,-795.1428223,1.0000000
6695,6695,1.0000000,132.6945648,935.6083984,-802.9138184,1.0000000
6696,6696,1.0000000,119.7235489,989.0466919,-869.3231201,1.0000000
6697,6697,1.0000000,108.8669510,1060.4030762,-951.5360718,1.0000000
6698,6698,1.0000000,106.6921463,1118.3763428,-1011.6842041,1.0000000
6699,6699,1.0000000,98.6650696,1205.3808594,-1106.7158203,1.0000000
6700,6700,1.0000000,94.4789429,1228.7856445,-1134.3067627,1.0000000
6701,6701,1.0000000,98.9970627,1194.5905762,-1095.5935059,1.0000000
6702,6702,1.0000000,105.6696091,1141.6127930,-1035.9431152,1.0000000
6703,6703,1.0000000,99.9438782,1170.8350830,-1070.8911133,1.0000000
6704,6704,1.0000000,88.9574509,1216.7857666,-1127.8283691,1.0000000
6705,6705,1.0000000,131.1001892,1289.5393066,-1158.4390869,1.0000000
6706,6706,1.0000000,143.4170074,1297.0432129,-1153.6262207,1.0000000
6707,6707,1.0000000,131.8330231,1392.8214111,-1260.9884033,1.0000000
6708,6708,1.0000000,127.0302277,1450.9102783,-1323.8800049,1.0000000
6709,6709,1.0000000,133.1799316,1459.6427002,-1326.4627686,1.0000000
6710,6710,1.0000000,142.4057312,1447.2222900,-1304.8165283,1.0000000
6711,6711,1.0000000,149.8267212,1417.5389404,-1267.7122803,1.0000000
6712,6712,1.0000000,159.0396576,1391.9063721,-1232.8666992,1.0000000
6713,6713,1.0000000,166.9319611,1374.5241699,-1207.5921631,1.0000000
6714,6714,1.0000000,172.7239532,1367.4730225,-1194.7490234,1.0000000
6715,6715,1.0000000,179.4031219,1358.8564453,-1179.4532471,1.0000000
6716,6716,1.0000000,189.6644135,1331.4211426,-1141.7567139,1.0000000
6717,6717,1.0000000,208.5097046,1283.7403564,-1075.2307129,1.0000000
6718,6718,1.0000000,228.3875580,1233.5708008,-1005.1832886,1.0000000
6719,6719,1.0000000,249.4749298,1186.0312500,-936.5563354,1.0000000
6720,6720,1.0000000,270.8156738,1140.5354004,-869.7196655,1.0000000
6721,6721,1.0000000,294.4114075,1110.6480713,-816.2366333,1.0000000
6722,6722,1.0000000,306.2860413,1108.9273682,-802.6412354,1.0000000
6723,6723,1.0000000,299.9190369,1132.3748779,-832.4558105,1.0000000
6724,6724,1.0000000,282.8975830,1186.3880615,-903.4904785,1.0000000
6725,6725,1.0000000,283.2115479,1207.0692139,-923.8576660,1.0000000
6726,6726,1.0000000,295.4818115,1198.9661865,-903.4843140,1.0000000
6727,6727,1.0000000,315.9819336,1170.8452148,-854.8632812,1.0000000
6728,6728,1.0000000,330.6673279,1141.7443848,-811.0770874,1.0000000
6729,6729,1.0000000,343.7987366,1131.4509277,-787.6521606,1.0000000
6730,6730,1.0000000,352.9630432,1140.6066895,-787.6436157,1.0000000
6731,6731,1.0000000,355.3500061,1162.3449707,-806.9949951,1.0000000
6732,6732,1.0000000,359.1387024,1183.6204834,-824.4818115,1.0000000
6733,6733,1.0000000,367.3021240,1206.3834229,-839.0812988,1.0000000
6734,6734,1.0000000,374.3808594,1229.8122559,-855.4313354,1.0000000
6735,6735,1.0000000,375.0373535,1268.1650391,-893.1276855,1.0000000
6736,6736,1.0000000,373.5182495,1317.4948730,-943.9766235,1.0000000
6737,6737,1.0000000,371.6914673,1350.9240723,-979.2325439,1.0000000
6738,6738,1.0000000,379.0204163,1362.7536621,-983.7332153,1.0000000
6739,6739,1.0000000,407.3625488,1328.9272461,-921.5646973,1.0000000
6740,6740,1.0000000,435.8625488,1281.9165039,-846.0539551,1.0000000
6741,6741,1.0000000,446.9429016,1286.5041504,-839.5612793,1.0000000
6742,6742,1.0000000,455.4544373,1288.7031250,-833.2487183,1.0000000
6743,6743,1.0000000,497.0306396,1212.4276123,-715.3970337,1.0000000
6744,6744,1.0000000,513.7630615,1191.3952637,-677.6322021,1.0000000
6745,6745,1.0000000,479.5361023,1297.3463135,-817.8101807,1.0000000
6746,6746,1.0000000,484.0169373,1314.0574951,-830.0405273,1.0000000
6747,6747,1.0000000,506.7588806,1266.7791748,-760.0203857,1.0000000
6748,6748,1.0000000,535.0701294,1187.1595459,-652.0894165,1.0000000
6749,6749,1.0000000,577.7680664,1072.6639404,-494.8958740,1.0000000
6750,6750,0.9692310,640.9898682,947.9170532,-306.9271851,0.9692308
6751,6751,1.0000000,593.1774292,1054.6420898,-461.4646912,1.0000000
6752,6752,1.0000000,525.2006226,1258.4782715,-733.2777100,1.0000000
6753,6753,1.0000000,491.4374695,1385.8421631,-894.4046631,1.0000000
6754,6754,1.0000000,498.6631165,1364.9869385,-866.3237915,1.0000000
6755,6755,1.0000000,533.5207520,1238.7420654,-705.2213745,1.0000000
6756,6756,1.0000000,593.8466797,1078.9375000,-485.0907898,1.0000000
6757,6757,0.9692310,634.2657471,999.4956665,-365.2299194,0.9692308
6758,6758,0.9692310,656.4348145,959.9043579,-303.4695740,0.9692308
6759,6759,0.9692310,614.1291504,1036.7711182,-422.6419983,0.9692308
6760,6760,1.0000000,563.7069092,1147.2176514,-583.5107422,1.0000000
6761,6761,1.0000000,552.2144775,1183.9510498,-631.7365723,1.0000000
6762,6762,1.0000000,610.1138916,1076.6267090,-466.5128479,1.0000000
6763,6763,1.0000000,521.5817261,1257.0278320,-735.4460449,1.0000000
6764,6764,1.0000000,473.2848511,1421.8499756,-948.5650635,1.0000000
6765,6765,1.0000000,474.9917603,1410.9047852,-935.9129639,1.0000000
6766,6766,1.0000000,498.4951172,1323.8428955,-825.3477173,1.0000000
6767,6767,1.0000000,520.5759888,1251.1291504,-730.5532227,1.0000000
6768,6768,1.0000000,536.3949585,1204.0942383,-667.6993408,1.0000000
6769,6769,1.0000000,592.4232178,1099.6304932,-507.2072449,1.0000000
6770,6770,0.9230770,683.9381104,973.2459106,-289.3078308,0.9230769
6771,6771,1.0000000,542.9811401,1214.9589844,-671.9779053,1.0000000
6772,6772,1.0000000,473.6972046,1395.3206787,-921.6235352,1.0000000
6773,6773,1.0000000,582.1593628,1167.1790771,-585.0196533,1.0000000
6774,6774,1.0000000,599.2590332,1090.8007812,-491.5417175,1.0000000
6775,6775,1.0000000,502.7109985,1280.2469482,-777.5358887,1.0000000
6776,6776,1.0000000,542.5277710,1184.4453125,-641.9175415,1.0000000
6777,6777,0.8307690,695.8497314,918.5512695,-222.7015686,0.8307692
6778,6778,0.5692310,788.5241699,807.2307739,-18.7065487,0.5692308
6779,6779,0.6615380,767.1853638,832.3085327,-65.1231537,0.6615385
6780,6780,0.8615380,685.4908447,907.7938232,-222.3029785,0.8615385
6781,6781,0.7846150,723.2561646,860.5856934,-137.3295135,0.7846154
6782,6782,0.3384620,800.5243530,713.5326538,86.9916916,0.3384615
6783,6783,0.3230770,820.7094116,714.3985596,106.3108826,0.3230769
6784,6784,0.4000000,812.4405518,742.6488647,69.7916565,0.4000000
6785,6785,0.5692310,750.9124756,765.2661133,-14.3536673,0.5692308
6786,6786,1.0000000,149.8460388,792.5023193,-642.6562500,1.0000000
6787,6787,1.0000000,100.9877472,893.7480469,-792.7602539,1.0000000
6788,6788,1.0000000,101.4091492,909.1911011,-807.7819824,1.0000000
6789,6789,1.0000000,103.2587433,916.5864868,-813.3277588,1.0000000
6790,6790,1.0000000,99.4621124,928.8911133,-829.4290161,1.0000000
6791,6791,1.0000000,100.7038651,934.4653931,-833.7615356,1.0000000
6792,6792,1.0000000,104.0519638,934.7189331,-830.6669922,1.0000000
6793,6793,1.0000000,104.7801361,942.4279175,-837.6477661,1.0000000
6794,6794,1.0000000,105.0928955,947.9678345,-842.8749390,1.0000000
6795,6795,1.0000000,111.1121063,943.2580566,-832.1459351,1.0000000
6796,6796,1.0000000,125.5660400,914.6752319,-789.1091919,1.0000000
6797,6797,1.0000000,129.1665039,916.4091187,-787.2426147,1.0000000
6798,6798,1.0000000,129.9117889,925.9628906,-796.0510864,1.0000000
6799,6799,1.0000000,130.9662628,931.6704712,-800.7042236,1.0000000
6800,6800,1.0000000,130.4410553,943.9932861,-813.5522461,1.0000000
6801,6801,1.0000000,129.1294250,967.6445312,-838.5150757,1.0000000
6802,6802,1.0000000,117.1272964,1018.1488037,-901.0215454,1.0000000
6803,6803,1.0000000,110.8578720,1085.4307861,-974.5728760,1.0000000
6804,6804,1.0000000,97.3138351,1178.7712402,-1081.4573975,1.0000000
6805,6805,1.0000000,97.5560989,1180.5615234,-1083.0054932,1.0000000
6806,6806,1.0000000,110.4678040,1103.6323242,-993.1644897,1.0000000
6807,6807,1.0000000,114.4491196,1074.5308838,-960.0817261,1.0000000
6808,6808,1.0000000,103.2369003,1144.0585938,-1040.8216553,1.0000000
6809,6809,1.0000000,92.1137161,1204.1685791,-1112.0548096,1.0000000
6810,6810,1.0000000,78.5761566,1166.2474365,-1087.6712646,1.0000000
6811,6811,1.0000000,85.0461502,1192.5162354,-1107.4700928,1.0000000
6812,6812,1.0000000,121.0923080,1284.6573486,-1163.5650635,1.0000000
6813,6813,1.0000000,131.2025452,1283.8845215,-1152.6820068,1.0000000
6814,6814,1.0000000,126.6666412,1383.2093506,-1256.5427246,1.0000000
6815,6815,1.0000000,128.1703186,1420.0124512,-1291.8421631,1.0000000
6816,6816,1.0000000,136.4316559,1404.4739990,-1268.0423584,1.0000000
