OBJECTID,pointid,grid_code,PR_mean,ETP_mean,Balance_me,stress_probability
1,1,1.0000000,253.6604156,816.3781128,-562.7176514,1.0000000
2,2,1.0000000,245.8392334,851.2081909,-605.3689575,1.0000000
3,3,1.0000000,238.1086121,870.2543945,-632.1458130,1.0000000
4,4,1.0000000,234.5508575,884.3526611,-649.8018188,1.0000000
5,5,1.0000000,242.4044037,888.3347778,-645.9304199,1.0000000
6,6,1.0000000,281.6305237,878.0012817,-596.3707886,1.0000000
7,7,1.0000000,287.3283997,889.1434937,-601.8150635,1.0000000
8,8,1.0000000,342.2969360,869.1000977,-526.8031616,1.0000000
9,9,1.0000000,330.4389648,871.3116455,-540.8726807,1.0000000
10,10,1.0000000,332.2203674,857.1519165,-524.9315186,1.0000000
11,11,1.0000000,329.2370605,843.9566650,-514.7196045,1.0000000
12,12,1.0000000,324.0625000,831.5929565,-507.5304565,1.0000000
13,13,1.0000000,324.1451416,817.1380615,-492.9929504,1.0000000
14,14,1.0000000,316.6069336,804.3967896,-487.7898254,1.0000000
15,15,1.0000000,297.7814941,802.5625000,-504.7810364,1.0000000
16,16,1.0000000,237.1152496,856.8998413,-619.7846069,1.0000000
17,17,1.0000000,220.8016815,878.9647827,-658.1630859,1.0000000
18,18,1.0000000,202.9037476,836.3945312,-633.4907837,1.0000000
19,19,1.0000000,189.0025940,877.9734497,-688.9708862,1.0000000
20,20,1.0000000,161.3007050,1112.3287354,-951.0280151,1.0000000
21,21,1.0000000,117.2617493,1296.3546143,-1179.0928955,1.0000000
22,22,1.0000000,97.2800293,1394.0263672,-1296.7463379,1.0000000
23,23,1.0000000,78.7820587,1483.1231689,-1404.3411865,1.0000000
24,24,1.0000000,66.9660797,1556.0749512,-1489.1088867,1.0000000
25,25,1.0000000,53.1660767,1649.7620850,-1596.5959473,1.0000000
26,26,1.0000000,55.6473351,1689.8067627,-1634.1594238,1.0000000
27,27,1.0000000,56.6165619,1842.6716309,-1786.0550537,1.0000000
28,28,1.0000000,58.8220253,1973.0275879,-1914.2055664,1.0000000
29,29,1.0000000,59.2607079,1972.8395996,-1913.5788574,1.0000000
30,30,1.0000000,58.9734268,1883.9156494,-1824.9422607,1.0000000
31,31,1.0000000,59.3910408,1831.7921143,-1772.4010010,1.0000000
32,32,1.0000000,61.4283485,1964.5598145,-1903.1314697,1.0000000
33,33,1.0000000,62.6135216,1967.2701416,-1904.6564941,1.0000000
34,34,1.0000000,64.6131973,1973.5322266,-1908.9190674,1.0000000
35,35,1.0000000,65.9595184,1981.2523193,-1915.2927246,1.0000000
36,36,1.0000000,67.0340652,1989.9715576,-1922.9375000,1.0000000
37,37,1.0000000,70.7282257,1991.3896484,-1920.6613770,1.0000000
38,38,1.0000000,71.4940720,1976.1987305,-1904.7045898,1.0000000
39,39,1.0000000,268.9421692,806.6596680,-537.7174683,1.0000000
40,40,1.0000000,279.7337036,833.0736084,-553.3399048,1.0000000
41,41,1.0000000,258.5947266,855.6923828,-597.0976562,1.0000000
42,42,1.0000000,233.0592499,876.6369629,-643.5776978,1.0000000
43,43,1.0000000,251.1461792,878.2711792,-627.1250000,1.0000000
44,44,1.0000000,265.5422668,876.1324463,-610.5902100,1.0000000
45,45,1.0000000,272.0063477,876.1922607,-604.1858521,1.0000000
46,46,1.0000000,268.9496765,889.2906494,-620.3410034,1.0000000
47,47,1.0000000,297.1731262,892.3695679,-595.1964111,1.0000000
48,48,1.0000000,325.4497375,868.3666992,-542.9169922,1.0000000
49,49,1.0000000,344.1320190,840.8002319,-496.6681824,1.0000000
50,50,1.0000000,344.7655640,827.9103394,-483.1447449,1.0000000
51,51,1.0000000,340.9985962,811.8109741,-470.8123474,1.0000000
52,52,1.0000000,328.6599731,804.8228149,-476.1628723,1.0000000
53,53,1.0000000,312.0949097,805.5104980,-493.4155884,1.0000000
54,54,1.0000000,294.3374023,806.5294800,-512.1920776,1.0000000
55,55,1.0000000,277.8315430,802.3385010,-524.5069580,1.0000000
56,56,1.0000000,259.0444336,804.4866333,-545.4421997,1.0000000
57,57,1.0000000,238.7351227,829.3629761,-590.6278687,1.0000000
58,58,1.0000000,218.7521362,840.5860596,-621.8339233,1.0000000
59,59,1.0000000,206.1304321,795.0561523,-588.9257202,1.0000000
60,60,1.0000000,196.6447754,829.4719238,-632.8271484,1.0000000
61,61,1.0000000,169.8632507,998.0994263,-828.2361450,1.0000000
62,62,1.0000000,128.1351166,1189.2239990,-1061.0888672,1.0000000
63,63,1.0000000,103.2654419,1309.8634033,-1206.5980225,1.0000000
64,64,1.0000000,82.2128906,1435.8909912,-1353.6781006,1.0000000
65,65,1.0000000,65.2716141,1535.2923584,-1470.0207520,1.0000000
66,66,1.0000000,62.1639328,1583.7377930,-1521.5738525,1.0000000
67,67,1.0000000,66.1070175,1598.3142090,-1532.2071533,1.0000000
68,68,1.0000000,55.9980965,1689.6936035,-1633.6954346,1.0000000
69,69,1.0000000,54.5396576,1725.8499756,-1671.3103027,1.0000000
70,70,1.0000000,56.2510948,1771.3363037,-1715.0852051,1.0000000
71,71,1.0000000,55.4403458,1884.9544678,-1829.5141602,1.0000000
72,72,1.0000000,56.8161163,2029.3876953,-1972.5715332,1.0000000
73,73,1.0000000,56.6753578,2042.9868164,-1986.3114014,1.0000000
74,74,1.0000000,57.8488083,1918.7125244,-1860.8636475,1.0000000
75,75,1.0000000,58.9826927,1824.1638184,-1765.1811523,1.0000000
76,76,1.0000000,60.2875023,1844.9720459,-1784.6845703,1.0000000
77,77,1.0000000,60.5781708,1887.8797607,-1827.3016357,1.0000000
78,78,1.0000000,59.8647842,1900.7546387,-1840.8897705,1.0000000
79,79,1.0000000,58.1878967,1897.1323242,-1838.9444580,1.0000000
80,80,1.0000000,58.8450165,1854.7348633,-1795.8897705,1.0000000
81,81,1.0000000,60.5234451,1800.1990967,-1739.6756592,1.0000000
82,82,1.0000000,61.3482590,1789.1527100,-1727.8044434,1.0000000
83,83,1.0000000,64.3452225,1799.2115479,-1734.8663330,1.0000000
84,84,1.0000000,66.3412399,1844.2662354,-1777.9249268,1.0000000
85,85,1.0000000,69.0681229,1862.9815674,-1793.9134521,1.0000000
86,86,1.0000000,70.5951080,1873.5510254,-1802.9559326,1.0000000
87,87,1.0000000,242.3846130,796.0278320,-553.6431885,1.0000000
88,88,1.0000000,258.2786560,808.2952271,-550.0166016,1.0000000
89,89,1.0000000,281.8218384,830.2255859,-548.4037476,1.0000000
90,90,1.0000000,289.9307861,840.6632080,-550.7324219,1.0000000
91,91,1.0000000,248.1822510,857.1577148,-608.9754639,1.0000000
92,92,1.0000000,247.1249847,860.9855347,-613.8605347,1.0000000
93,93,1.0000000,263.6464233,859.0245972,-595.3781738,1.0000000
94,94,1.0000000,281.3198853,859.1301270,-577.8102417,1.0000000
95,95,1.0000000,278.3318176,874.8765869,-596.5447998,1.0000000
96,96,1.0000000,265.7543335,895.8640137,-630.1096802,1.0000000
97,97,1.0000000,317.5621033,870.4227905,-552.8606567,1.0000000
98,98,1.0000000,343.0628662,845.0449219,-501.9820557,1.0000000
99,99,1.0000000,325.4513855,854.7693481,-529.3179321,1.0000000
100,100,1.0000000,322.4147644,837.8226318,-515.4078979,1.0000000
101,101,1.0000000,323.7387085,807.4838867,-483.7451782,1.0000000
102,102,1.0000000,306.1221008,804.9496460,-498.8275452,1.0000000
103,103,1.0000000,290.8915100,806.6478882,-515.7563477,1.0000000
104,104,1.0000000,278.2799683,797.7730713,-519.4931030,1.0000000
105,105,1.0000000,263.5474548,787.0339355,-523.4865112,1.0000000
106,106,1.0000000,247.0249939,780.6477661,-533.6227417,1.0000000
107,107,1.0000000,223.9627228,779.1859741,-555.2232666,1.0000000
108,108,1.0000000,224.0256500,758.1594849,-534.1337891,1.0000000
109,109,1.0000000,203.0261993,795.8442993,-592.8181152,1.0000000
110,110,1.0000000,183.8808136,885.8117065,-701.9309082,1.0000000
111,111,1.0000000,163.2239380,982.0396118,-818.8156738,1.0000000
112,112,1.0000000,134.6085815,1125.6198730,-991.0112915,1.0000000
113,113,1.0000000,88.9737701,1351.5679932,-1262.5942383,1.0000000
114,114,1.0000000,66.5467529,1474.2945557,-1407.7478027,1.0000000
115,115,1.0000000,57.7226944,1557.7130127,-1499.9902344,1.0000000
116,116,1.0000000,57.0550537,1621.2370605,-1564.1820068,1.0000000
117,117,1.0000000,60.0519600,1647.2723389,-1587.2204590,1.0000000
118,118,1.0000000,56.9056931,1715.9385986,-1659.0329590,1.0000000
119,119,1.0000000,54.6016006,1776.2586670,-1721.6571045,1.0000000
120,120,1.0000000,56.2045441,1844.2774658,-1788.0728760,1.0000000
121,121,1.0000000,56.2748299,1921.8231201,-1865.5483398,1.0000000
122,122,1.0000000,56.8165855,1933.6528320,-1876.8363037,1.0000000
123,123,1.0000000,57.1177635,1858.7420654,-1801.6242676,1.0000000
124,124,1.0000000,57.2402954,1769.3410645,-1712.1007080,1.0000000
125,125,1.0000000,57.5050354,1740.7126465,-1683.2076416,1.0000000
126,126,1.0000000,57.4073868,1738.9033203,-1681.4958496,1.0000000
127,127,1.0000000,56.4016647,1740.3846436,-1683.9829102,1.0000000
128,128,1.0000000,55.9418907,1730.7128906,-1674.7709961,1.0000000
129,129,1.0000000,56.8402786,1689.6872559,-1632.8469238,1.0000000
130,130,1.0000000,58.3584747,1663.4479980,-1605.0894775,1.0000000
131,131,1.0000000,61.7861061,1659.7357178,-1597.9495850,1.0000000
132,132,1.0000000,63.0730820,1670.0924072,-1607.0194092,1.0000000
133,133,1.0000000,65.6790390,1703.1752930,-1637.4963379,1.0000000
134,134,1.0000000,239.2346039,813.1875000,-573.9528809,1.0000000
135,135,1.0000000,263.4821472,829.1111450,-565.6289673,1.0000000
136,136,1.0000000,283.3955078,832.5966187,-549.2011108,1.0000000
137,137,1.0000000,280.5467529,834.3094482,-553.7626343,1.0000000
138,138,1.0000000,283.8888245,832.1079102,-548.2191162,1.0000000
139,139,1.0000000,288.3840027,835.7261353,-547.3421631,1.0000000
140,140,1.0000000,293.7009583,849.6175537,-555.9166260,1.0000000
141,141,1.0000000,294.7052002,871.2998657,-576.5946655,1.0000000
142,142,1.0000000,264.8896179,899.5262451,-634.6365967,1.0000000
143,143,1.0000000,275.5094910,901.8751831,-626.3657227,1.0000000
144,144,1.0000000,296.3630066,892.5361938,-596.1732178,1.0000000
145,145,1.0000000,299.2517700,885.1651611,-585.9133911,1.0000000
146,146,1.0000000,302.5709534,863.2865601,-560.7156372,1.0000000
147,147,1.0000000,315.3123169,819.2146606,-503.9023438,1.0000000
148,148,1.0000000,310.0117188,800.5886841,-490.5769348,1.0000000
149,149,1.0000000,290.4437561,804.6564331,-514.2127075,1.0000000
150,150,1.0000000,280.3781433,790.7065430,-510.3284302,1.0000000
151,151,1.0000000,267.4414062,774.9266357,-507.4852295,1.0000000
152,152,1.0000000,265.1964722,748.0938721,-482.8973999,1.0000000
153,153,1.0000000,249.5088196,737.2517700,-487.7429810,1.0000000
154,154,1.0000000,240.1774597,735.0156860,-494.8381958,1.0000000
155,155,1.0000000,214.2416992,764.4598999,-550.2182007,1.0000000
156,156,1.0000000,207.9147644,780.2315674,-572.3167725,1.0000000
157,157,1.0000000,207.5689392,802.3404541,-594.7714844,1.0000000
158,158,1.0000000,168.4058838,953.5964355,-785.1905518,1.0000000
159,159,1.0000000,104.3444443,1246.7204590,-1142.3759766,1.0000000
160,160,1.0000000,73.0318604,1408.0942383,-1335.0623779,1.0000000
161,161,1.0000000,62.6980400,1495.8933105,-1433.1953125,1.0000000
162,162,1.0000000,58.2472687,1582.1899414,-1523.9426270,1.0000000
163,163,1.0000000,63.0016174,1592.0198975,-1529.0181885,1.0000000
164,164,1.0000000,68.4595566,1585.3675537,-1516.9080811,1.0000000
165,165,1.0000000,58.1573563,1702.4074707,-1644.2501221,1.0000000
166,166,1.0000000,57.6022263,1756.5670166,-1698.9647217,1.0000000
167,167,1.0000000,56.4756355,1776.5750732,-1720.0994873,1.0000000
168,168,1.0000000,56.1910477,1760.8116455,-1704.6206055,1.0000000
169,169,1.0000000,56.1230164,1741.4327393,-1685.3096924,1.0000000
170,170,1.0000000,54.1058426,1705.3076172,-1651.2017822,1.0000000
171,171,1.0000000,55.1973610,1679.8205566,-1624.6231689,1.0000000
172,172,1.0000000,54.8452759,1648.3385010,-1593.4931641,1.0000000
173,173,1.0000000,53.7596664,1619.3438721,-1565.5841064,1.0000000
174,174,1.0000000,54.8159523,1600.4798584,-1545.6639404,1.0000000
175,175,1.0000000,55.7875290,1591.6646729,-1535.8771973,1.0000000
176,176,1.0000000,58.4290962,1610.8308105,-1552.4017334,1.0000000
177,177,1.0000000,60.7518234,1624.4510498,-1563.6992188,1.0000000
178,178,1.0000000,62.5519714,1632.4362793,-1569.8842773,1.0000000
179,179,1.0000000,64.5901337,1632.5291748,-1567.9389648,1.0000000
180,180,1.0000000,228.8923035,808.8570557,-579.9647217,1.0000000
181,181,1.0000000,245.2172699,822.1395264,-576.9223022,1.0000000
182,182,1.0000000,266.3874512,825.5007324,-559.1132812,1.0000000
183,183,1.0000000,295.3375854,817.5524902,-522.2149048,1.0000000
184,184,1.0000000,315.4629211,814.9947510,-499.5318298,1.0000000
185,185,1.0000000,294.8518677,831.6671753,-536.8153076,1.0000000
186,186,1.0000000,283.5766602,849.6604004,-566.0837402,1.0000000
187,187,1.0000000,260.9187012,872.1460571,-611.2273560,1.0000000
188,188,1.0000000,236.8135376,896.0636597,-659.2501221,1.0000000
189,189,1.0000000,231.7865448,909.8312988,-678.0447998,1.0000000
190,190,1.0000000,258.2975159,908.5967407,-650.2991943,1.0000000
191,191,1.0000000,271.5974731,908.0996094,-636.5021362,1.0000000
192,192,1.0000000,291.4010925,880.4015503,-589.0004272,1.0000000
193,193,1.0000000,312.8363342,828.8153687,-515.9790649,1.0000000
194,194,1.0000000,305.3313904,813.7478638,-508.4164429,1.0000000
195,195,1.0000000,289.5526733,808.1354370,-518.5827637,1.0000000
196,196,1.0000000,282.0921326,788.9528198,-506.8606873,1.0000000
197,197,1.0000000,275.6646423,765.7406006,-490.0759888,1.0000000
198,198,1.0000000,275.0837097,737.1052246,-462.0215454,1.0000000
199,199,1.0000000,263.5021973,723.0001831,-459.4979553,1.0000000
200,200,1.0000000,259.1439514,714.3248901,-455.1809082,1.0000000
201,201,1.0000000,246.1052246,724.7980347,-478.6928101,1.0000000
202,202,1.0000000,242.7038422,732.0849609,-489.3811035,1.0000000
203,203,1.0000000,244.9029999,737.0272217,-492.1242065,1.0000000
204,204,1.0000000,210.9539642,826.2830200,-615.3290405,1.0000000
205,205,1.0000000,126.8465195,1140.2943115,-1013.4477539,1.0000000
206,206,1.0000000,80.4182358,1357.6480713,-1277.2297363,1.0000000
207,207,1.0000000,68.2462006,1447.8571777,-1379.6109619,1.0000000
208,208,1.0000000,63.2712898,1519.1456299,-1455.8743896,1.0000000
209,209,1.0000000,61.3873405,1566.7237549,-1505.3364258,1.0000000
210,210,1.0000000,80.6965256,1471.6789551,-1390.9824219,1.0000000
211,211,1.0000000,85.5878601,1420.9625244,-1335.3747559,1.0000000
212,212,1.0000000,69.0887833,1534.1119385,-1465.0230713,1.0000000
213,213,1.0000000,59.5151596,1637.9047852,-1578.3896484,1.0000000
214,214,1.0000000,55.5243111,1659.0498047,-1603.5255127,1.0000000
215,215,1.0000000,54.6713982,1661.9051514,-1607.2337646,1.0000000
216,216,1.0000000,52.2726555,1656.2020264,-1603.9293213,1.0000000
217,217,1.0000000,52.7207069,1641.4298096,-1588.7091064,1.0000000
218,218,1.0000000,52.4711609,1610.4577637,-1557.9865723,1.0000000
219,219,1.0000000,53.5153465,1563.4357910,-1509.9204102,1.0000000
220,220,1.0000000,54.4311829,1530.3828125,-1475.9515381,1.0000000
221,221,1.0000000,55.6500244,1538.7803955,-1483.1303711,1.0000000
222,222,1.0000000,57.1389580,1573.9489746,-1516.8100586,1.0000000
223,223,1.0000000,59.9573822,1603.1818848,-1543.2244873,1.0000000
224,224,1.0000000,61.2459068,1615.2120361,-1553.9660645,1.0000000
225,225,1.0000000,64.4283829,1620.2099609,-1555.7816162,1.0000000
226,226,1.0000000,67.3935928,1701.2738037,-1633.8802490,1.0000000
227,227,1.0000000,245.3007355,806.8893433,-561.5886230,1.0000000
228,228,1.0000000,265.3086243,817.1000366,-551.7913818,1.0000000
229,229,1.0000000,293.1540833,811.7643433,-518.6102295,1.0000000
230,230,1.0000000,317.4906311,811.0352783,-493.5446472,1.0000000
231,231,1.0000000,302.7155151,828.1815796,-525.4660034,1.0000000
232,232,1.0000000,318.5085754,827.2688599,-508.7603149,1.0000000
233,233,1.0000000,312.4897156,825.9550781,-513.4653931,1.0000000
234,234,1.0000000,290.0482483,844.7753906,-554.7271118,1.0000000
235,235,1.0000000,245.0573425,888.4246216,-643.3673096,1.0000000
236,236,1.0000000,260.2641602,900.3416748,-640.0775757,1.0000000
237,237,1.0000000,280.4810486,898.4391479,-617.9580688,1.0000000
238,238,1.0000000,277.0142517,895.1709595,-618.1566772,1.0000000
239,239,1.0000000,286.4931335,868.0921631,-581.5990601,1.0000000
240,240,1.0000000,291.1981201,836.4036865,-545.2055664,1.0000000
241,241,1.0000000,288.5733032,808.5714111,-519.9981079,1.0000000
242,242,1.0000000,287.2864990,779.8927002,-492.6062012,1.0000000
243,243,1.0000000,290.1695557,746.2416382,-456.0720825,1.0000000
244,244,1.0000000,295.7383728,717.6994019,-421.9610291,1.0000000
245,245,1.0000000,296.6953430,699.8598022,-403.1644592,1.0000000
246,246,1.0000000,281.6363525,697.8195190,-416.1831665,1.0000000
247,247,1.0000000,269.4607544,702.1870728,-432.7262878,1.0000000
248,248,1.0000000,260.2279968,710.9491577,-450.7211914,1.0000000
249,249,1.0000000,266.1486511,718.8435059,-452.6948242,1.0000000
250,250,1.0000000,230.2636566,790.5874023,-560.3237305,1.0000000
251,251,1.0000000,140.7960358,1078.2459717,-937.4498901,1.0000000
252,252,1.0000000,85.1166611,1318.7167969,-1233.6000977,1.0000000
253,253,1.0000000,73.8967438,1407.4241943,-1333.5274658,1.0000000
254,254,1.0000000,68.9127960,1463.1357422,-1394.2229004,1.0000000
255,255,1.0000000,65.1471100,1514.1202393,-1448.9731445,1.0000000
256,256,1.0000000,75.5983810,1484.5427246,-1408.9443359,1.0000000
257,257,1.0000000,116.3584747,1280.3789062,-1164.0203857,1.0000000
258,258,1.0000000,98.5889206,1314.2547607,-1215.6658936,1.0000000
259,259,1.0000000,70.4046326,1454.9273682,-1384.5227051,1.0000000
260,260,1.0000000,58.5201492,1561.0048828,-1502.4846191,1.0000000
261,261,1.0000000,53.9506493,1601.0373535,-1547.0866699,1.0000000
262,262,1.0000000,51.7162666,1595.1556396,-1543.4393311,1.0000000
263,263,1.0000000,51.0279083,1591.2426758,-1540.2147217,1.0000000
264,264,1.0000000,51.6370850,1578.6430664,-1527.0059814,1.0000000
265,265,1.0000000,52.7169495,1528.6596680,-1475.9426270,1.0000000
266,266,1.0000000,53.2401199,1483.6921387,-1430.4520264,1.0000000
267,267,1.0000000,55.7426949,1489.0463867,-1433.3037109,1.0000000
268,268,1.0000000,57.2124557,1530.3570557,-1473.1445312,1.0000000
269,269,1.0000000,59.2881584,1563.4378662,-1504.1497803,1.0000000
270,270,1.0000000,61.2289276,1591.8033447,-1530.5743408,1.0000000
271,271,1.0000000,65.1774673,1640.0311279,-1574.8536377,1.0000000
272,272,1.0000000,67.5243378,1756.5009766,-1688.9766846,1.0000000
273,273,1.0000000,234.1421814,803.6787720,-569.5365601,1.0000000
274,274,1.0000000,254.6373444,812.0391846,-557.4017944,1.0000000
275,275,1.0000000,275.8128662,814.7385254,-538.9256592,1.0000000
276,276,1.0000000,294.4072876,814.3110962,-519.9037476,1.0000000
277,277,1.0000000,304.7143555,816.8494873,-512.1351318,1.0000000
278,278,1.0000000,330.0474243,814.9031372,-484.8557129,1.0000000
279,279,0.9846150,355.9085999,800.4639282,-444.5553284,0.9846154
280,280,0.9692310,361.2478333,796.1047974,-434.8569336,0.9692308
281,281,1.0000000,289.2912903,856.6280518,-567.3367920,1.0000000
282,282,1.0000000,250.4995728,901.5925903,-651.0930176,1.0000000
283,283,1.0000000,260.6224060,901.6945801,-641.0721436,1.0000000
284,284,1.0000000,284.5330200,877.5028076,-592.9697876,1.0000000
285,285,1.0000000,283.3766785,869.0685425,-585.6918335,1.0000000
286,286,1.0000000,282.2989197,844.3090820,-562.0101929,1.0000000
287,287,1.0000000,289.2362671,798.8414917,-509.6052246,1.0000000
288,288,1.0000000,294.9878845,763.7360840,-468.7481689,1.0000000
289,289,1.0000000,289.3546448,743.0147095,-453.6600342,1.0000000
290,290,1.0000000,297.0407410,713.8715820,-416.8308411,1.0000000
291,291,1.0000000,299.4291992,695.4952393,-396.0660706,1.0000000
292,292,1.0000000,290.6926270,689.4191895,-398.7265320,1.0000000
293,293,1.0000000,284.3997803,691.2097778,-406.8099976,1.0000000
294,294,1.0000000,276.9812012,698.1251221,-421.1439209,1.0000000
295,295,1.0000000,277.8548584,711.8952637,-434.0403748,1.0000000
296,296,1.0000000,237.6794739,790.6419067,-552.9624634,1.0000000
297,297,1.0000000,145.2566833,1057.8955078,-912.6387939,1.0000000
298,298,1.0000000,90.5981369,1280.8043213,-1190.2061768,1.0000000
299,299,1.0000000,80.8208237,1359.9055176,-1279.0847168,1.0000000
300,300,1.0000000,73.8689728,1409.0001221,-1335.1311035,1.0000000
301,301,1.0000000,69.9845276,1454.0944824,-1384.1098633,1.0000000
302,302,1.0000000,68.4835434,1486.3424072,-1417.8588867,1.0000000
303,303,1.0000000,86.6298599,1405.0969238,-1318.4670410,1.0000000
304,304,1.0000000,121.9452438,1229.7114258,-1107.7662354,1.0000000
305,305,1.0000000,99.0531235,1259.0871582,-1160.0340576,1.0000000
306,306,1.0000000,65.1880112,1440.4215088,-1375.2335205,1.0000000
307,307,1.0000000,54.9745445,1536.2915039,-1481.3168945,1.0000000
308,308,1.0000000,52.2905998,1531.4185791,-1479.1279297,1.0000000
309,309,1.0000000,50.0508003,1540.8601074,-1490.8093262,1.0000000
310,310,1.0000000,51.1897392,1556.6706543,-1505.4809570,1.0000000
311,311,1.0000000,52.1989670,1509.2392578,-1457.0402832,1.0000000
312,312,1.0000000,53.2594757,1456.0137939,-1402.7543945,1.0000000
313,313,1.0000000,54.8999557,1465.5808105,-1410.6809082,1.0000000
314,314,1.0000000,57.8484039,1501.5129395,-1443.6645508,1.0000000
315,315,1.0000000,58.1207695,1536.8000488,-1478.6791992,1.0000000
316,316,1.0000000,61.1748047,1575.7714844,-1514.5966797,1.0000000
317,317,1.0000000,64.2368164,1649.7358398,-1585.4990234,1.0000000
318,318,1.0000000,66.7850266,1795.0870361,-1728.3020020,1.0000000
319,319,1.0000000,67.3779755,1879.6165771,-1812.2386475,1.0000000
320,320,1.0000000,244.2922211,809.3735352,-565.0813599,1.0000000
321,321,1.0000000,266.9951172,812.2242432,-545.2291260,1.0000000
322,322,1.0000000,287.2404480,810.5592651,-523.3187866,1.0000000
323,323,1.0000000,304.9302979,815.2678833,-510.3375854,1.0000000
324,324,1.0000000,316.7821350,821.5323486,-504.7502136,1.0000000
325,325,1.0000000,323.3466797,826.7858887,-503.4391785,1.0000000
326,326,1.0000000,312.1084900,840.1676636,-528.0592041,1.0000000
327,327,1.0000000,270.3187256,885.0341797,-614.7154541,1.0000000
328,328,1.0000000,259.0693665,903.4724731,-644.4031372,1.0000000
329,329,1.0000000,270.6813049,890.4568481,-619.7755737,1.0000000
330,330,1.0000000,279.5666199,860.7171021,-581.1505127,1.0000000
331,331,1.0000000,290.6734009,816.2531738,-525.5797119,1.0000000
332,332,1.0000000,305.6427307,766.6152954,-460.9725952,1.0000000
333,333,1.0000000,312.3382263,737.7230225,-425.3847961,1.0000000
334,334,1.0000000,301.0216370,728.6385498,-427.6169434,1.0000000
335,335,1.0000000,297.9837952,711.2064819,-413.2226868,1.0000000
336,336,0.9846150,303.7516479,693.2542114,-389.5025330,0.9846154
337,337,0.9846150,309.5649719,685.1085815,-375.5435791,0.9846154
338,338,0.9846150,304.2015381,686.9076538,-382.7061157,0.9846154
339,339,1.0000000,292.7105713,692.7792969,-400.0687256,1.0000000
340,340,1.0000000,282.1815186,710.3513184,-428.1697998,1.0000000
341,341,1.0000000,237.2251129,803.1026001,-565.8774414,1.0000000
342,342,1.0000000,145.0189514,1056.9851074,-911.9661865,1.0000000
343,343,1.0000000,98.9179840,1238.3081055,-1139.3901367,1.0000000
344,344,1.0000000,89.4306412,1298.1280518,-1208.6973877,1.0000000
345,345,1.0000000,80.9465027,1348.3288574,-1267.3823242,1.0000000
346,346,1.0000000,75.0769501,1394.1838379,-1319.1069336,1.0000000
347,347,1.0000000,70.9442291,1430.3759766,-1359.4317627,1.0000000
348,348,1.0000000,71.8181305,1426.5295410,-1354.7114258,1.0000000
349,349,1.0000000,100.4815903,1282.4549561,-1181.9733887,1.0000000
350,350,1.0000000,128.3308258,1147.7049561,-1019.3741455,1.0000000
351,351,1.0000000,87.4538498,1288.3367920,-1200.8829346,1.0000000
352,352,1.0000000,59.0912819,1445.2100830,-1386.1187744,1.0000000
353,353,1.0000000,52.2035522,1478.8994141,-1426.6958008,1.0000000
354,354,1.0000000,49.7632751,1496.2618408,-1446.4985352,1.0000000
355,355,1.0000000,50.8617935,1518.0585938,-1467.1968994,1.0000000
356,356,1.0000000,52.2417297,1479.8535156,-1427.6118164,1.0000000
357,357,1.0000000,53.4821358,1436.5782471,-1383.0960693,1.0000000
358,358,1.0000000,55.4705276,1451.1746826,-1395.7041016,1.0000000
359,359,1.0000000,57.5965614,1481.1086426,-1423.5120850,1.0000000
360,360,1.0000000,59.3868027,1522.7854004,-1463.3986816,1.0000000
361,361,1.0000000,61.6245308,1585.5368652,-1523.9123535,1.0000000
362,362,1.0000000,63.6979218,1689.3146973,-1625.6168213,1.0000000
363,363,1.0000000,65.4601822,1822.3687744,-1756.9085693,1.0000000
364,364,1.0000000,66.9669952,1879.9227295,-1812.9556885,1.0000000
365,365,1.0000000,67.6341019,1897.4555664,-1829.8214111,1.0000000
366,366,1.0000000,69.2197647,1927.3176270,-1858.0979004,1.0000000
367,367,1.0000000,236.4602051,792.1233521,-555.6631470,1.0000000
368,368,1.0000000,260.5942688,806.6080322,-546.0137939,1.0000000
369,369,1.0000000,275.5563965,815.6545410,-540.0981445,1.0000000
370,370,1.0000000,287.8596497,821.5978394,-533.7381592,1.0000000
371,371,1.0000000,283.1491089,839.3483276,-556.1992188,1.0000000
372,372,1.0000000,304.4133606,839.8750000,-535.4616089,1.0000000
373,373,1.0000000,301.3943176,840.8114624,-539.4171143,1.0000000
374,374,1.0000000,277.3746338,870.8365479,-593.4619141,1.0000000
375,375,1.0000000,265.0579224,895.7198486,-630.6619263,1.0000000
376,376,1.0000000,273.3500977,873.9700928,-600.6199951,1.0000000
377,377,1.0000000,281.3614807,840.7597656,-559.3982544,1.0000000
378,378,1.0000000,301.7963562,789.2234497,-487.4270630,1.0000000
379,379,1.0000000,324.6563721,740.7583008,-416.1018982,1.0000000
380,380,0.9692310,341.4953003,705.9092407,-364.4139709,0.9692308
381,381,0.9846150,320.7957153,704.1711426,-383.3754272,0.9846154
382,382,0.9846150,315.5209961,696.7118530,-381.1908875,0.9846154
383,383,0.9846150,317.6004944,686.8858032,-369.2853394,0.9846154
384,384,0.9692310,326.0356445,680.2847900,-354.2491455,0.9692308
385,385,0.9692310,320.7667847,680.6965942,-359.9298401,0.9692308
386,386,0.9846150,306.5491028,688.9715576,-382.4224548,0.9846154
387,387,1.0000000,276.2601624,731.4548950,-455.1947632,1.0000000
388,388,1.0000000,214.8921967,862.0177002,-647.1255493,1.0000000
